"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"UlisesYepiz","8/4/14","2014","11:06","11:43","11","Mexico","IslaNatividad","MorroPrieto","Fished",16,12,16,"27.8814",-115.21424,"20",7,"Haliotiscorrugata","2",19,"1",NA,15
"UlisesYepiz","8/4/14","2014","11:06","11:43","11","Mexico","IslaNatividad","MorroPrieto","Fished",16,12,16,"27.8814",-115.21424,"20",7,"Haliotiscorrugata","3",21,"1",NA,16
"UlisesYepiz","8/4/14","2014","11:06","11:43","11","Mexico","IslaNatividad","MorroPrieto","Fished",16,12,16,"27.8814",-115.21424,"20",7,"Haliotiscorrugata","4",18,"1",NA,14
"UlisesYepiz","8/4/14","2014","11:06","11:43","11","Mexico","IslaNatividad","MorroPrieto","Fished",16,12,16,"27.8814",-115.21424,"20",7,"Haliotiscorrugata","5",23,"1",NA,17
"UlisesYepiz","8/4/14","2014","11:06","11:43","11","Mexico","IslaNatividad","MorroPrieto","Fished",16,12,16,"27.8814",-115.21424,"20",7,"Haliotiscorrugata","6",22,"1",NA,17
"EsmeraldaAlbanez","8/4/14","2014","12:28","13:09","1","Mexico","IslaNatividad","Anegados","Fished",9,7,9,"27.89506",-115.20742,"20",10,"Haliotiscorrugata","0",NA,NA,NA,NA
"ElsaCuellar","8/4/14","2014","13:00","13:41","2","Mexico","IslaNatividad","Anegados","Fished",8,7,8,"27.89506",-115.20742,"20",10,"Haliotiscorrugata","0",NA,NA,NA,NA
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",19,"1",NA,15
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","2",13,"1",NA,10
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","2",16,"1",NA,13
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","2",18,"1",NA,14
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","2",22,"1",NA,17
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","3",15,"1",NA,12
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",17,"1",NA,13
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",18,"1",NA,14
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",18,"2",NA,14
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",21,"1",NA,16
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",23,"2",NA,17
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",24,"1",NA,18
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","5",13,"1",NA,10
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","5",15,"1",NA,12
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","6",10,"1",NA,8
"ArturoHernandez","8/4/14","2014","12:40","13:29","3","Mexico","IslaNatividad","Anegados","Fished",13,12,13,"27.897",-115.20629,"20",9,"Haliotiscorrugata","6",16,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",13,"1",NA,10
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",17,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",18,"3",NA,14
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",20,"1",NA,15
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",21,"1",NA,16
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",22,"1",NA,17
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","1",23,"1",NA,17
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","2",22,"1",NA,17
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","3",14,"1",NA,11
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","3",16,"2",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","3",18,"1",NA,14
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",14,"2",NA,11
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","4",19,"1",NA,15
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","5",16,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","5",18,"2",NA,14
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","5",21,"1",NA,16
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","6",16,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","7",15,"1",NA,12
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","7",17,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","7",18,"1",NA,14
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","8",16,"2",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","8",18,"2",NA,14
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","8",19,"1",NA,15
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","8",20,"2",NA,15
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","8",22,"1",NA,17
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","9",14,"1",NA,11
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","9",17,"1",NA,13
"JesusFlores","8/4/14","2014","12:57","13:35","4","Mexico","IslaNatividad","Anegados","Fished",14,13,14,"27.897",-115.20629,"20",9,"Haliotiscorrugata","9",19,"1",NA,15
"ElbaLopes","8/4/14","2014","12:20","13:01","5","Mexico","IslaNatividad","Anegados","Fished",6,4,6,"27.89558",-115.20785,"21",6,"Haliotiscorrugata","0",NA,NA,NA,NA
"SulemaGarcia","8/4/14","2014","12:20","13:01","6","Mexico","IslaNatividad","Anegados","Fished",8,8,8,"27.89558",-115.20785,"23",7,"Haliotiscorrugata","0",NA,NA,NA,NA
"MitziLeal","8/4/14","2014","12:20","13:00","7","Mexico","IslaNatividad","Anegados","Fished",8,6,8,"27.89558",-115.20785,"21",10,"Haliotiscorrugata","1",12,"1",NA,10
"MitziLeal","8/4/14","2014","12:20","13:00","7","Mexico","IslaNatividad","Anegados","Fished",8,6,8,"27.89558",-115.20785,"21",10,"Haliotiscorrugata","2",14,"1",NA,11
"PhilipEricsson","8/4/14","2014","13:02","13:41","8","Mexico","IslaNatividad","Anegados","Fished",11,7,11,"27.89594",-115.20824,"21",8,"Haliotiscorrugata","0",NA,NA,NA,NA
"RobertoVazquez","8/4/14","2014","12:31","13:15","9","Mexico","IslaNatividad","Anegados","Fished",10,8,10,"27.89594",-115.20824,"20",8,"Haliotiscorrugata","1",16,"1",NA,13
"RobertoVazquez","8/4/14","2014","12:31","13:15","9","Mexico","IslaNatividad","Anegados","Fished",10,8,10,"27.89594",-115.20824,"20",8,"Haliotiscorrugata","2",12,"1",NA,10
"RobertoVazquez","8/4/14","2014","12:31","13:15","9","Mexico","IslaNatividad","Anegados","Fished",10,8,10,"27.89594",-115.20824,"20",8,"Haliotiscorrugata","3",20,"1",NA,15
"RobertoVazquez","8/4/14","2014","12:31","13:15","9","Mexico","IslaNatividad","Anegados","Fished",10,8,10,"27.89594",-115.20824,"20",8,"Haliotiscorrugata","4",7,"1",NA,6
"RobertoVazquez","8/4/14","2014","12:31","13:15","9","Mexico","IslaNatividad","Anegados","Fished",10,8,10,"27.89594",-115.20824,"20",8,"Haliotiscorrugata","4",10,"1",NA,8
"AntoioPantoja","8/4/14","2014","12:31","13:34","10","Mexico","IslaNatividad","Anegados","Fished",6,5,6,"27.89463",-115.20821,"20",8,"Haliotiscorrugata","0",NA,NA,NA,NA
"UlisesYepiz","8/4/14","2014","12:31","13:34","11","Mexico","IslaNatividad","Anegados","Fished",6,5,6,"27.89463",-115.20821,"20",8,"Haliotiscorrugata","0",NA,NA,NA,NA
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",19,"1",NA,15
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","2",17,"1",NA,13
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","3",11,"1",NA,9
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","3",21,"1",NA,16
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","4",9,"1",NA,8
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","4",17,"1",NA,13
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","5",8,"1",NA,7
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","5",13,"1",NA,10
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","5",17,"1",NA,13
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","6",6,"2",NA,5
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","6",11,"1",NA,9
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","6",20,"1",NA,15
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","7",12,"1",NA,10
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","7",17,"1",NA,13
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","8",5,"2",NA,5
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","8",7,"1",NA,6
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","8",19,"1",NA,15
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","9",8,"1",NA,7
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","9",17,"1",NA,13
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","9",21,"1",NA,16
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","10",14,"1",NA,11
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","11",11,"1",NA,9
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","11",14,"1",NA,11
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","12",9,"1",NA,8
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","12",18,"1",NA,14
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","13",7,"1",NA,6
"RobertoVazquez","8/5/14","2014","10:14","10:54","1","Mexico","IslaNatividad","LaVela","Fished",10,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","13",19,"1",NA,15
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",8,"1",NA,7
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",11,"1",NA,9
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",16,"1",NA,13
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",17,"1",NA,13
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","1",19,"1",NA,15
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","2",10,"1",NA,8
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","2",12,"2",NA,10
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","2",15,"1",NA,12
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","2",19,"1",NA,15
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","3",11,"1",NA,9
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","4",15,"1",NA,12
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","4",16,"1",NA,13
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","5",14,"1",NA,11
"PhilipEricsson","8/5/14","2014","10:10","10:51","2","Mexico","IslaNatividad","LaVela","Fished",9,12,12,"27.84512",-115.18511,"20",8,"Haliotiscorrugata","5",16,"2",NA,13
"SulemaGarcia","8/5/14","2014","10:20","11:00","3","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"24",7,"Haliotiscorrugata","1",16,"1",NA,13
"SulemaGarcia","8/5/14","2014","10:20","11:00","3","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"24",7,"Haliotiscorrugata","2",18,"1",NA,14
"SulemaGarcia","8/5/14","2014","10:20","11:00","3","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"24",7,"Haliotiscorrugata","3",15,"1",NA,12
"ElbaLopes","8/5/14","2014","10:21","11:00","4","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","1",15,"1",NA,12
"ElbaLopes","8/5/14","2014","10:21","11:00","4","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","2",15,"1",NA,12
"ElbaLopes","8/5/14","2014","10:21","11:00","4","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","3",19,"1",NA,15
"ElbaLopes","8/5/14","2014","10:21","11:00","4","Mexico","IslaNatividad","LaVela","Fished",13,9,13,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","4",20,"1",NA,15
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","1",16,"1",NA,13
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","1",18,"1",NA,14
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","2",20,"1",NA,15
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","3",20,"1",NA,15
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","4",12,"1",NA,10
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","4",16,"1",NA,13
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","4",20,"1",NA,15
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","4",22,"1",NA,17
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","5",12,"1",NA,10
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","5",15,"1",NA,12
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","6",18,"1",NA,14
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","7",14,"1",NA,11
"MitziLeal","8/5/14","2014","10:57","11:36","5","Mexico","IslaNatividad","LaVela","Fished",14,13,14,"27.84451",-115.18448,"21",7,"Haliotiscorrugata","8",19,"1",NA,15
"EsmeraldaAlbanez","8/5/14","2014","10:31","11:09","6","Mexico","IslaNatividad","LaVela","Fished",15,14,15,"27.48871",-115.18783,"20",6,"Haliotiscorrugata","1",20,"1",NA,15
"EsmeraldaAlbanez","8/5/14","2014","10:31","11:09","6","Mexico","IslaNatividad","LaVela","Fished",15,14,15,"27.48871",-115.18783,"20",6,"Haliotiscorrugata","1",20,"1",NA,15
"EsmeraldaAlbanez","8/5/14","2014","10:31","11:09","6","Mexico","IslaNatividad","LaVela","Fished",15,14,15,"27.48871",-115.18783,"20",6,"Haliotiscorrugata","1",20,"1",NA,15
"EsmeraldaAlbanez","8/5/14","2014","10:31","11:09","6","Mexico","IslaNatividad","LaVela","Fished",15,14,15,"27.48871",-115.18783,"20",6,"Haliotiscorrugata","1",20,"1",NA,15
"EsmeraldaAlbanez","8/5/14","2014","10:31","11:09","6","Mexico","IslaNatividad","LaVela","Fished",15,14,15,"27.48871",-115.18783,"20",6,"Haliotiscorrugata","1",20,"1",NA,15
