codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,I,G,P,Total sustrato,Total relieve,Total Cobertura,direcci—n
INLAPL-010809-AZ-1-5-PCU,Alberto Zu–iga,8/1/09,2009,9:51,9:57,0:06,2,2,5,5,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,58.4,17.7,58.1,17.6,58.4,17.7,58.2,17.7,27.846,-115.16887,53.6,12,7,4,9,2,0,0,11,4,0,0,7,1,0,0,0,4,3,0,0,0,15,15,15,
INLAPL-010809-AZ-2-6-PCU,Alberto Zu–iga,8/1/09,2009,11:38,11:49,0:11,2,2,6,6,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,35.6,10.8,28.4,8.6,35.6,10.8,32,9.7,27.8469,-115.16397,57.2,14,7,0,0,6,24,0,8,20,2,0,0,4,5,0,0,14,7,0,0,0,30,30,30,
INLAPL-010809-AG-2-7-PCU,Alonso Grosso,8/1/09,2009,11:38,11:47,0:09,2,2,7,7,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,29.7,9,32.3,9.8,32.3,9.8,31,9.4,27.84851,-115.16154,59,15,8,0,4,7,19,0,5,25,0,0,0,1,0,1,0,15,12,1,0,0,30,30,30,60
INLAPL-010809-JC-1-8-PCU,Jhonatan Castro,8/1/09,2009,9:46,9:51,0:05,2,1,8,8,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,56.4,17.1,58.1,17.6,58.1,17.6,57.3,17.4,27.846,-115.16887,53.6,12,10,4,9,0,2,0,14,1,0,0,4,0,0,0,0,6,5,0,0,0,15,15,15,0
INLAPL-010809-JC-2-9-PCU,Jhonatan Castro,8/1/09,2009,11:39,11:43,0:04,2,2,9,9,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,28.7,8.7,31.7,9.6,31.7,9.6,30.2,9.2,27.8469,-115.16397,59,15,10,1,3,2,9,0,2,10,3,0,1,1,0,0,1,7,5,0,0,0,15,15,15,0
INLAPL-010809-MR-1-10-PCU,Mario Rojo,8/1/09,2009,10:10,10:18,0:08,2,1,10,10,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,39.6,12,39.6,12,39.6,12,39.6,12,27.84826,-115.1692,57.2,14,6,1,0,3,11,0,0,12,3,0,1,2,2,0,0,4,4,1,1,0,15,15,15,
INLAPL-010809-MR-2-11-PCU,Mario Rojo,8/1/09,2009,11:40,11:48,0:08,2,2,11,11,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,19.8,6,19.8,6,19.8,6,19.8,6,27.8504,-115.16579,57.2,14,6,0,2,5,8,0,0,15,0,0,0,3,1,0,1,5,2,0,1,2,15,15,15,
INLAPL-010809-SM-2-12-PCU,Sergio Mendoza,8/1/09,2009,11:38,11:47,0:09,2,2,12,12,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,29.7,9,29.7,9,29.7,9,29.7,9,27.84851,-115.16154,59,15,8,0,2,0,12,1,0,11,2,2,0,2,0,0,0,4,7,2,0,0,15,15,15,240
INLAPL-010809-ML-1-13-PCU,Mary Luna,8/1/09,2009,11:00,11:10,0:10,2,1,13,13,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,58.7,17.8,58.7,17.8,58.7,17.8,58.7,17.8,27.8453,-115.16988,57.2,14,6,5,6,4,0,0,4,11,0,0,7,0,0,0,1,0,6,1,0,0,15,15,15,
INLAPL-010809-ML-1-14-PCU,Mary Luna,8/1/09,2009,11:21,11:31,0:10,2,1,14,14,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,56.8,17.2,56.8,17.2,56.8,17.2,56.8,17.2,27.8453,-115.16988,57.2,14,6,4,6,2,3,0,8,7,0,0,5,0,1,0,0,2,6,1,0,0,15,15,15,
INLAPL-010809-ML-2-15-PCU,Mary Luna,8/1/09,2009,10:02,10:09,0:07,2,2,15,15,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,33,10,28.7,8.7,33,10,30.9,9.4,27.84779,-115.16559,57.2,14,7,0,1,2,12,0,0,13,2,0,2,0,0,0,0,4,5,4,0,0,15,15,15,
INLAPL-010809-ML-2-16-PCU,Mary Luna,8/1/09,2009,10:25,10:31,0:06,2,2,16,16,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,33,10,33,10,33,10,33,10,27.84779,-115.16559,57.2,14,7,0,1,1,13,0,0,13,2,0,1,0,0,0,1,7,3,3,0,0,15,15,15,
INLAPL-030809-AM-2-17-PCU,Abraham Mayoral,8/3/09,2009,11:46,11:49,0:03,2,2,17,17,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.5,5.3,21.8,6.6,21.8,6.6,19.6,6,27.8502,-115.17031,53.6,12,8,1,6,2,6,0,0,12,3,0,1,2,0,0,4,1,5,2,0,0,15,15,15,90
INLAPL-030809-AH-2-18-PCU,Arturo Hernandez,8/3/09,2009,9:40,9:47,0:07,2,2,18,18,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,19.8,6,19.8,6,19.8,6,19.8,6,27.8502,-115.17031,53.6,12,9,0,3,5,7,0,0,15,0,0,0,2,0,0,0,0,5,2,6,0,15,15,15,180
INLAPL-030809-AZ-2-19-PCU,Alberto Zu–iga,8/3/09,2009,11:20,11:29,0:09,1,2,19,19,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,33.3,10.1,31.4,9.5,33.3,10.1,32.3,9.8,27.84768,-115.17268,53.6,12,9,3,9,8,10,0,18,12,0,0,4,2,4,0,3,4,13,0,0,0,30,30,30,
INLAPL-030809-AG-1-20-PCU,Alonso Grosso,8/3/09,2009,11:31,11:41,0:10,2,2,20,20,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.2,5.2,20.1,6.1,20.1,6.1,18.6,5.7,27.84855,-115.17312,53.6,12,10,4,0,2,24,0,6,24,0,0,0,0,0,6,0,20,4,0,0,0,30,30,30,
INLAPL-030809-JC-2-21-PCU,Jhonatan Castro,8/3/09,2009,11:39,11:43,0:04,2,2,21,21,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,28.1,8.5,34.3,10.4,34.3,10.4,31.2,9.5,27.84768,-115.17268,53.6,12,4,3,2,4,6,0,1,14,0,0,3,1,2,0,1,5,3,0,0,0,15,15,15,0
INLAPL-030809-MR-2-22-PCU,Mario Rojo,8/3/09,2009,11:40,11:45,0:05,2,2,22,22,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,20.8,6.3,19.8,6,20.8,6.3,20.3,6.2,27.8502,-115.17031,57.2,14,6,1,2,2,10,0,0,15,0,0,1,2,1,0,0,5,3,1,2,0,15,15,15,240
INLAPL-030809-SM-2-23-PCU,Sergio Mendoza,8/3/09,2009,11:31,11:41,0:10,2,2,23,23,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.2,5.2,20.1,6.1,20.1,6.1,18.6,5.7,27.84855,-115.17312,62.6,17,7,2,4,5,3,1,3,12,0,0,4,0,0,0,0,7,4,0,0,0,15,15,15,60
INLAPL-080809-AH-3-24-PCU,Arturo Hernandez,8/1/09,2009,13:50,14:00,0:10,2,3,24,24,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.5,5.3,16.8,5.1,17.5,5.3,17.2,5.2,27.84989,-115.1628,53.6,12,8,0,7,4,4,0,0,15,0,0,0,0,1,0,0,8,6,0,0,0,15,15,15,
INLAPL-080809-AZ-3-25-PCU,Alberto Zu–iga,8/8/09,2009,14:02,14:07,0:05,1,2,25,25,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,19.8,6,19.1,5.8,19.8,6,19.5,5.9,27.84989,-115.1628,57.2,14,9,0,1,6,8,0,4,11,0,0,0,1,6,0,0,5,3,0,0,0,15,15,15,
INLAPL-080809-SM-22-22-PCU,Sergio Mendoza,8/8/09,2009,13:50,13:59,0:09,1,3,26,26,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.5,5.3,16.8,5.1,17.5,5.3,17.2,5.2,27.84989,-115.1628,57.2,14,8,0,5,4,6,0,0,13,0,2,3,1,0,0,0,7,3,0,1,0,15,15,15,30
INLABA-040809-AM-1-1-PCU,Abraham Mayoral,8/4/09,2009,10:10,10:16,0:06,2,1,1,1,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,53.1,16.1,49.5,15,53.1,16.1,51.3,15.6,27.85879,-115.18975,57.2,14,8,1,5,2,7,0,0,10,5,0,1,0,0,0,0,2,6,3,3,0,15,15,15,330
INLABA-040809-AM-2-2-PCU,Abraham Mayoral,8/4/09,2009,11:33,11:40,0:07,2,2,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,28.4,8.6,39.9,12.1,39.9,12.1,34.2,10.4,27.86545,-115.1873,57.2,14,8,0,2,4,9,0,0,7,8,0,0,3,0,0,1,0,4,3,4,0,15,15,15,330
INLABA-040809-AH-1-3-PCU,Arturo Hernandez,8/4/09,2009,11:26,11:31,0:05,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,53.1,16.1,49.5,15,53.1,16.1,51.3,15.6,27.85879,-115.18975,57.2,14,8,1,7,7,0,0,1,14,0,0,1,0,0,0,2,5,4,0,3,0,15,15,15,300
INLABA-040809-AH-2-4-PCU,Arturo Hernandez,8/4/09,2009,11:35,11:43,0:08,2,2,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,28.1,8.5,33,10,33,10,30.5,9.3,27.86545,-115.1873,57.2,14,8,0,2,0,13,0,0,9,6,0,0,2,0,0,1,1,2,1,8,0,15,15,15,210
INLABA-040809-AZ-1-5-PCU,Alberto Zu–iga,8/4/09,2009,10:05,10:12,0:07,2,1,5,5,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,51.8,15.7,43.2,13.1,51.8,15.7,47.5,14.4,27.85971,-115.189,55.4,13,6,1,0,6,9,0,5,10,1,0,1,2,1,0,1,2,4,0,5,0,16,16,16,
INLABA-040809-AZ-2-6-PCU,Alberto Zu–iga,8/4/09,2009,11:38,11:46,0:08,2,2,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,31.7,9.6,30,9.1,31.7,9.6,30.9,9.4,27.86448,-115.1875,55.4,13,6,0,2,5,8,0,5,7,3,0,1,5,0,0,3,1,1,0,4,0,15,15,15,
INLABA-040809-AG-1-7-PCU,Alonso Grosso,8/4/09,2009,9:41,9:47,0:06,2,1,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.2,15.2,53.1,16.1,53.1,16.1,51.6,15.7,27.85922,-115.18713,55.4,13,4,0,8,3,4,0,4,11,0,0,0,0,4,0,0,3,8,0,0,0,15,15,15,210
INLABA-040809-AG-2-8-PCU,Alonso Grosso,8/4/09,2009,11:12,11:18,0:06,2,2,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.8,14.8,40.3,12.2,48.8,14.8,44.6,13.5,27.86392,-115.18732,55.4,13,4,2,1,0,12,0,2,11,2,0,2,1,0,0,3,2,6,0,1,0,15,15,15,30
INLABA-040809-JC-1-9-PCU,Jhonatan Castro,8/4/09,2009,10:01,10:06,0:05,2,1,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.2,15.2,42.9,13,50.2,15.2,46.5,14.1,27.85971,-115.189,53.6,12,6,0,5,3,7,0,0,14,1,0,2,1,0,0,1,0,10,1,0,0,15,15,15,210
INLABA-040809-JC-10-10-PCU,Jhonatan Castro,8/4/09,2009,11:27,11:32,0:05,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,31.4,9.5,28.7,8.7,31.4,9.5,30,9.1,27.86448,-115.1875,59,15,6,0,1,3,11,0,0,8,4,3,0,0,0,0,2,1,7,0,5,0,15,15,15,30
INLABA-040809-MR-1-11-PCU,Mario Rojo,8/4/09,2009,11:00,11:05,0:05,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.8,15.1,53.8,16.3,53.8,16.3,51.8,15.7,27.85879,-115.18975,57.2,14,6,0,1,2,12,0,0,13,2,0,0,0,1,0,1,3,5,1,4,0,15,15,15,270
INLABA-040809-MR-2-12-PCU,Mario Rojo,8/4/09,2009,12:00,12:05,0:05,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,26.4,8,33,10,33,10,29.7,9,27.86545,-115.1873,57.2,14,6,0,4,2,9,0,0,15,0,0,0,4,0,0,0,0,3,2,6,0,15,15,15,30
INLABA-040809-SM-1-13-PCU,Sergio Mendoza,8/4/09,2009,9:41,9:47,0:06,2,1,13,13,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.2,15.2,53.1,16.1,53.1,16.1,51.6,15.7,27.85922,-115.18713,55.4,13,3,2,10,0,1,2,12,3,0,0,6,0,1,0,0,0,8,0,0,0,15,15,15,
INLABA-040809-SM-2-14-PCU,Sergio Mendoza,8/4/09,2009,11:12,11:18,0:06,2,2,14,14,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.5,14.4,40.3,12.2,47.5,14.4,43.9,13.3,27.86392,-115.18732,55.4,13,4,1,1,2,11,0,3,11,1,0,1,2,0,0,1,1,6,4,0,0,15,15,15,
INPUPR-060809-AM-1-1-PCU,Abraham Mayoral,8/6/09,2009,10:05,10:10,0:05,1,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,52.8,16,55.1,16.7,55.1,16.7,54,16.4,27.89266,-115.19263,59,15,8,2,3,4,6,0,3,12,0,0,1,0,2,0,1,5,3,3,0,0,15,15,15,
INPUPR-060809-AM-2-2-PCU,Abraham Mayoral,8/6/09,2009,11:24,11:31,0:07,1,1,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.7,9.6,33.3,10.1,33.3,10.1,32.5,9.9,27.88786,-115.19205,59,15,8,1,0,1,13,0,0,10,5,0,1,1,0,0,3,5,1,1,3,0,15,15,15,
INPUPR-060809-AZ-1-3-PCU,Alberto Zu–iga,8/6/09,2009,10:06,10:13,0:07,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,48.8,14.8,53.1,16.1,53.1,16.1,51,15.5,27.89187,-115.19102,59,15,6,0,3,2,8,2,9,6,0,0,0,0,5,0,0,2,7,1,0,0,15,15,15,
INPUPR-060809-AZ-2-4-PCU,Alberto Zu–iga,8/6/09,2009,11:24,11:33,0:09,2,1,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,32.3,9.8,26.7,8.1,32.3,9.8,29.5,9,27.8873,-115.19095,59,15,6,0,1,4,10,0,6,7,2,0,0,5,0,0,6,2,1,0,1,0,15,15,15,
INPUPR-060809-AG-1-5-PCU,Alonso Grosso,8/6/09,2009,9:54,10:00,0:06,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,54.1,16.4,54.1,16.4,54.1,16.4,54.1,16.4,27.89184,-115.19044,59,15,8,0,3,0,12,0,4,11,0,0,0,0,1,0,0,7,7,0,0,0,15,15,15,
INPUPR-060809-AG-2-6-PCU,Alonso Grosso,8/6/09,2009,11:08,11:14,0:06,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,28.7,8.7,33,10,33,10,30.9,9.4,27.88697,-115.19048,59,15,8,1,0,0,14,0,9,5,1,0,1,0,0,2,9,1,2,0,0,0,15,15,15,
INPUPR-060809-JC-1-7-PCU,Jhonatan Castro,8/6/09,2009,10:10,10:14,0:04,2,1,7,7,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,51.5,15.6,53.5,16.2,53.5,16.2,52.5,15.9,27.89187,-115.19102,55.4,13,6,0,1,2,12,0,2,11,2,0,0,2,0,0,2,4,6,1,0,0,15,15,15,
INPUPR-060809-JC-2-8-PCU,Jhonatan Castro,8/6/09,2009,11:14,11:23,0:09,2,2,8,8,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,28.1,8.5,28.1,8.5,28.1,8.5,28.1,8.5,27.8873,-115.19095,59,15,6,0,2,1,12,0,1,13,1,0,0,4,1,0,6,1,1,2,0,0,15,15,15,
INPUPR-060809-MR-1-9-PCU,Mario Rojo,8/6/09,2009,9:53,9:57,0:04,1,1,9,9,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,64.4,19.5,62.7,19,62.7,19,63.5,19.3,27.89266,-115.19263,59,15,8,0,4,3,8,0,0,15,0,0,0,2,2,0,0,4,6,1,0,0,15,15,15,
INPUPR-060809-MR-2-10-PCU,Mario Rojo,8/6/09,2009,11:14,11:18,0:04,1,2,10,10,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,36.3,11,39.6,12,39.6,12,38,11.5,27.88786,-115.19205,59,15,8,0,1,4,10,0,0,12,3,0,0,2,2,0,1,8,1,0,1,0,15,15,15,
INPUPR-060809-SM-1-11-PCU,Sergio Mendoza,8/6/09,2009,9:50,9:55,0:05,2,1,11,11,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,54.1,16.4,54.1,16.4,54.1,16.4,54.1,16.4,27.89184,-115.19044,59,15,8,2,2,0,11,0,10,5,0,0,5,1,0,0,0,6,2,1,0,0,15,15,15,
INPUPR-060809-SM-2-12-PCU,Sergio Mendoza,8/6/09,2009,9:50,9:55,0:05,2,1,12,12,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,28.7,8.7,33,10,33,10,30.9,9.4,27.88697,-115.19048,59,15,8,3,4,1,7,0,5,9,0,1,5,0,1,0,0,3,5,0,1,0,15,15,15,
INPUPR-070809-AZ-1-13-PCU,Abraham Mayoral,8/7/09,2009,10:16,10:21,0:05,1,1,13,13,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,65.3,19.8,70,21.2,70,21.2,67.7,20.5,27.89205,-115.18825,53.6,12,8,1,5,0,9,0,3,10,2,0,1,0,4,0,3,0,4,3,0,0,15,15,15,300
INPUPR-070809-AM-2-14-PCU,Abraham Mayoral,8/7/09,2009,11:27,11:34,0:07,1,2,14,14,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.6,11.4,35,10.6,37.6,11.4,36.3,11,27.89156,-115.19089,53.6,12,8,0,2,4,9,0,0,15,0,0,0,0,4,0,3,4,3,1,0,0,15,15,15,330
INPUPR-070809-AH-1-15-PCU,Arturo Hernandez,8/7/09,2009,10:23,10:40,0:17,1,1,15,15,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,62.7,19,64.4,19.5,64.4,19.5,63.5,19.3,27.89205,-115.18825,53.6,12,8,0,4,2,9,0,5,10,0,0,0,0,1,0,0,3,11,0,0,0,15,15,15,240
INPUPR-070809-AH-2-16-PCU,Arturo Hernandez,8/7/09,2009,11:30,11:35,0:05,1,2,16,16,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.4,9.5,35.6,10.8,35.6,10.8,33.5,10.2,27.89156,-115.19089,59,15,9,1,1,3,10,0,1,14,0,0,1,4,0,0,0,2,1,0,7,0,15,15,15,180
INPUPR-070809-AZ-1-17-PCU,Alberto Zu–iga,8/7/09,2009,10:22,10:28,0:06,2,1,17,17,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.4,17.1,56.1,17,56.4,17.1,56.3,17.1,27.89215,-115.1881,57.2,14,8,1,3,3,8,0,6,6,2,1,1,3,3,0,0,1,7,0,0,0,15,15,15,30
INPUPR-070809-AZ-2-18-PCU,Alberto Zu–iga,8/7/09,2009,11:27,11:34,0:07,2,1,18,18,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,35.6,10.8,28.4,8.6,35.6,10.8,32,9.7,27.89145,-115.19072,57.2,14,8,0,3,5,7,0,9,5,1,0,0,2,3,1,4,1,4,0,0,0,15,15,15,30
INPUPR-070809-JC-1-19-PCU,Jhonatan Castro,8/7/09,2009,10:21,10:25,0:04,1,1,19,19,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,58.7,17.8,58.1,17.6,58.7,17.8,58.4,17.7,27.89215,-115.1881,57.2,14,7,1,4,5,4,1,0,11,4,0,1,1,3,0,1,5,3,1,0,0,15,15,15,120
INPUPR-070809-JC-2-20-PCU,Jhonatan Castro,8/7/09,2009,11:25,11:32,0:07,1,2,20,20,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,27.7,8.4,23.8,7.2,27.7,8.4,25.7,7.8,27.89145,-115.19072,57.2,14,7,2,0,4,9,0,5,9,1,0,1,0,1,0,12,0,0,0,0,1,15,15,15,120
INPUPR-070809-MR-1-21-PCU,Mario Rojo,8/7/09,2009,10:04,10:07,0:03,1,1,21,21,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,69.3,21,62.7,19,69.3,21,66,20,27.89205,-115.18825,53.6,12,9,0,2,6,7,0,0,15,0,0,0,1,2,0,0,4,8,0,0,0,15,15,15,270
INPUPR-070809-MR-2-22-PCU,Mario Rojo,8/7/09,2009,11:11,11:15,0:04,1,2,22,22,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,29.7,9,38,11.5,38,11.5,33.8,10.3,27.89156,-115.19089,53.6,12,9,0,1,2,12,0,0,15,0,0,0,2,2,0,0,7,1,0,3,0,15,15,15,230
INPUPR-070809-SM-1-23-PCU,Sergio Mendoza,8/7/09,2009,10:12,10:18,0:06,1,1,23,23,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,57.1,17.3,57.1,17.3,56.6,17.2,27.89215,-115.1881,53.6,12,7,3,8,3,1,0,6,9,0,0,6,1,0,0,0,4,4,0,0,0,15,15,15,240
INPUPR-070809-SM-2-24-PCU,Sergio Mendoza,8/7/09,2009,11:13,11:20,0:07,1,2,24,24,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,35.6,10.8,31.7,9.6,35.6,10.8,33.7,10.2,27.89145,-115.19072,53.6,12,7,1,5,1,8,0,8,7,0,0,1,0,0,0,1,1,3,4,5,0,15,15,15,240
INLADU-310709-AM-1-1-PCU,Abraham Mayoral,7/31/09,2009,10:29,10:36,0:07,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,49.2,14.9,57.4,17.4,57.4,17.4,53.3,16.2,27.83657,-115.1339,55.4,13,8,1,3,4,7,0,0,9,6,0,1,0,0,0,5,2,7,0,0,0,15,15,15,30
INLADU-310709-AM-2-2-PCU,Abraham Mayoral,7/31/09,2009,12:38,12:45,0:07,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,49.8,15.1,50.8,15.4,50.8,15.4,50.3,15.3,27.84529,-115.14342,55.4,13,8,1,3,0,11,0,2,13,0,0,1,0,0,0,3,2,5,4,0,0,15,15,15,30
INLADU-310709-AH-1-3-PCU,Arturo Hernandez,7/31/09,2009,10:34,10:40,0:06,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,52.8,16,57.1,17.3,57.1,17.3,54.9,16.7,27.83657,-115.1339,55.4,13,10,0,2,4,9,0,0,13,2,0,0,1,0,0,3,6,4,1,0,0,15,15,15,120
INLADU-310709-AH-2-4-PCU,Arturo Hernandez,7/31/09,2009,12:41,12:50,0:09,2,2,4,4,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,23.84529,-115.14342,55.4,13,10,2,4,0,9,0,2,13,0,0,2,0,0,0,0,2,9,2,0,0,15,15,15,20
INLADU-310709-AZ-1-5-PCU,Alberto Zu–iga,7/31/09,2009,10:15,10:25,0:10,2,1,5,5,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,53.8,16.3,55.4,16.8,55.4,16.8,54.6,16.6,27.83814,-115.13312,53.6,12,8,0,2,4,9,0,6,9,0,0,0,5,1,0,0,4,5,0,0,0,15,15,15,30
INLADU-310709-AZ-2-6-PCU,Alberto Zu–iga,7/31/09,2009,12:26,12:33,0:07,2,2,6,6,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,43.2,13.1,38.9,11.8,43.2,13.1,41.1,12.5,27.84211,-115.143,55.4,13,8,0,1,1,13,0,4,9,2,0,1,2,1,0,0,4,5,1,1,0,15,15,15,0
INLADU-310709-AG-1-7-PCU,Alonso Grosso,7/31/09,2009,10:20,10:26,0:06,2,1,7,7,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,61.1,18.5,61.7,18.7,61.7,18.7,61.4,18.6,27.8351,-115.1308,53.6,12,8,0,1,7,7,0,0,13,2,0,0,0,0,0,0,7,7,1,0,0,15,15,15,0
INLADU-310709-AG-2-8-PCU,Alonso Grosso,7/31/09,2009,12:28,12:36,0:08,2,2,8,8,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,32.3,9.8,38.9,11.8,38.9,11.8,35.6,10.8,27.84222,-115.14236,53.6,12,6,0,0,1,14,0,0,15,0,0,0,2,0,0,0,7,6,0,0,0,15,15,15,0
INLAGU-310709-JC-1-9-PCU,Jhonatan Castro,7/31/09,2009,10:15,10:23,0:08,2,1,9,9,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,56.4,17.1,59.1,17.9,59.1,17.9,57.8,17.5,27.83814,-115.13312,53.6,12,7,3,9,0,17,7,15,15,0,0,0,3,0,0,0,4,23,0,0,0,30,30,30,210
INLAGU-310709-JC-2-10-PCU,Jhonatan Castro,7/31/09,2009,12:31,12:38,0:07,2,2,10,10,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,43.9,13.3,37.3,11.3,43.9,13.3,40.6,12.3,27.84211,-115.143,59,15,7,0,2,0,26,2,13,17,0,0,0,2,0,0,0,12,15,1,0,0,30,30,30,180
INLADU-310709-MR-1-11-PCU,Mario Rojo,7/31/09,2009,10:23,10:30,0:07,2,1,11,11,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,56.1,17,56.1,17,56.1,17,56.1,17,27.83657,-115.1339,57.2,14,8,0,4,3,8,0,0,15,0,0,0,2,0,0,0,4,8,1,0,0,15,15,15,240
INLADU-310709-MR-2-12-PCU,Mario Rojo,7/31/09,2009,12:36,12:42,0:06,2,1,12,12,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,27.84529,-115.14342,57.2,14,8,1,2,3,9,0,0,13,2,0,1,0,2,0,0,3,7,1,1,0,15,15,15,0
INLADU-310709-SM-1-13-PCU,Sergio Mendoza,7/31/09,2009,10:27,10:37,0:10,2,1,13,13,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,61.1,18.5,61.7,18.7,61.7,18.7,61.4,18.6,27.8351,-115.1308,55.4,13,8,1,0,0,4,0,3,2,0,0,1,0,0,0,0,1,3,0,0,0,5,5,5,180
